,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
212,Colorado - Saguache,Kerry / Bush / Others,1594 / 1163 / 46,56.9% / 41.5% / 1.6%,Democratic / Republican / Others
213,Colorado - San Juan,Kerry / Bush / Others,253 / 216 / 17,52.1% / 44.4% / 3.5%,Democratic / Republican / Others
214,Colorado - San Miguel,Kerry / Bush / Others,2876 / 1079 / 64,71.6% / 26.8% / 1.6%,Democratic / Republican / Others
215,Colorado - Sedgwick,Bush / Kerry / Others,971 / 374 / 15,71.4% / 27.5% / 1.1%,Republican / Democratic / Others
216,Colorado - Summit,Kerry / Bush / Others,8144 / 5370 / 221,59.3% / 39.1% / 1.6%,Democratic / Republican / Others
217,Colorado - Teller,Bush / Kerry / Others,8094 / 3556 / 192,68.3% / 30.0% / 1.6%,Republican / Democratic / Others
218,Colorado - Washington,Bush / Kerry / Others,2050 / 455 / 25,81.0% / 18.0% / 1.0%,Republican / Democratic / Others
219,Colorado - Weld,Bush / Kerry / Others,55591 / 31868 / 1194,62.7% / 35.9% / 1.3%,Republican / Democratic / Others
220,Colorado - Yuma,Bush / Kerry / Others,3456 / 1064 / 39,75.8% / 23.3% / 0.9%,Republican / Democratic / Others
221,Florida - Alachua,Kerry / Bush / Others,62504 / 47762 / 1062,56.1% / 42.9% / 1.0%,Democratic / Republican / Others
222,Florida - Baker,Bush / Kerry / Others,7738 / 2180 / 37,77.7% / 21.9% / 0.4%,Republican / Democratic / Others
223,Florida - Bay,Bush / Kerry / Others,53404 / 21068 / 552,71.2% / 28.1% / 0.7%,Republican / Democratic / Others
224,Florida - Bradford,Bush / Kerry / Others,7557 / 3244 / 54,69.6% / 29.9% / 0.5%,Republican / Democratic / Others
225,Florida - Brevard,Bush / Kerry / Others,153068 / 110309 / 2085,57.7% / 41.6% / 0.8%,Republican / Democratic / Others
226,Florida - Broward,Kerry / Bush / Others,453873 / 244674 / 8325,64.2% / 34.6% / 1.2%,Democratic / Republican / Others
227,Florida - Calhoun,Bush / Kerry / Others,3782 / 2116 / 65,63.4% / 35.5% / 1.1%,Republican / Democratic / Others
228,Florida - Charlotte,Bush / Kerry / Others,44428 / 34256 / 1102,55.7% / 42.9% / 1.4%,Republican / Democratic / Others
229,Florida - Citrus,Bush / Kerry / Others,39500 / 29277 / 690,56.9% / 42.1% / 1.0%,Republican / Democratic / Others
230,Florida - Clay,Bush / Kerry / Others,62078 / 18971 / 446,76.2% / 23.3% / 0.5%,Republican / Democratic / Others
231,Florida - Collier,Bush / Kerry / Others,83631 / 43892 / 1160,65.0% / 34.1% / 0.9%,Republican / Democratic / Others
232,Florida - Columbia,Bush / Kerry / Others,16758 / 8031 / 202,67.1% / 32.1% / 0.8%,Republican / Democratic / Others
233,Florida - DeSoto,Bush / Kerry / Others,5524 / 3913 / 73,58.1% / 41.1% / 0.8%,Republican / Democratic / Others
234,Florida - Dixie,Bush / Kerry / Others,4434 / 1960 / 48,68.8% / 30.4% / 0.7%,Republican / Democratic / Others
235,Florida - Duval,Bush / Kerry / Others,220190 / 158610 / 2261,57.8% / 41.6% / 0.6%,Republican / Democratic / Others
236,Florida - Escambia,Bush / Kerry / Others,93566 / 48329 / 1383,65.3% / 33.7% / 1.0%,Republican / Democratic / Others
237,Florida - Flagler,Bush / Kerry / Others,19633 / 18578 / 269,51.0% / 48.3% / 0.7%,Republican / Democratic / Others
238,Florida - Franklin,Bush / Kerry / Others,3472 / 2401 / 58,58.5% / 40.5% / 1.0%,Republican / Democratic / Others
239,Florida - Gadsden,Kerry / Bush / Others,14629 / 6253 / 102,69.7% / 29.8% / 0.5%,Democratic / Republican / Others
240,Florida - Gilchrist,Bush / Kerry / Others,4936 / 2017 / 62,70.4% / 28.8% / 0.9%,Republican / Democratic / Others
241,Florida - Glades,Bush / Kerry / Others,2443 / 1718 / 27,58.3% / 41.0% / 0.6%,Republican / Democratic / Others
242,Florida - Gulf,Bush / Kerry / Others,4805 / 2407 / 65,66.0% / 33.1% / 0.9%,Republican / Democratic / Others
243,Florida - Hamilton,Bush / Kerry / Others,2792 / 2260 / 27,55.0% / 44.5% / 0.5%,Republican / Democratic / Others
244,Florida - Hardee,Bush / Kerry / Others,5049 / 2149 / 51,69.7% / 29.6% / 0.7%,Republican / Democratic / Others
245,Florida - Hendry,Bush / Kerry / Others,5757 / 3960 / 58,58.9% / 40.5% / 0.6%,Republican / Democratic / Others
246,Florida - Hernando,Bush / Kerry / Others,42635 / 37187 / 725,52.9% / 46.2% / 0.9%,Republican / Democratic / Others
247,Florida - Highlands,Bush / Kerry / Others,25878 / 15347 / 271,62.4% / 37.0% / 0.7%,Republican / Democratic / Others
248,Florida - Hillsborough,Bush / Kerry / Others,245576 / 214132 / 3514,53.0% / 46.2% / 0.8%,Republican / Democratic / Others
249,Florida - Holmes,Bush / Kerry / Others,6412 / 1810 / 78,77.3% / 21.8% / 0.9%,Republican / Democratic / Others
250,Florida - Indian River,Bush / Kerry / Others,36938 / 23956 / 520,60.1% / 39.0% / 0.8%,Republican / Democratic / Others
251,Florida - Jackson,Bush / Kerry / Others,12122 / 7555 / 130,61.2% / 38.1% / 0.7%,Republican / Democratic / Others
252,Florida - Jefferson,Kerry / Bush / Others,4135 / 3298 / 45,55.3% / 44.1% / 0.6%,Democratic / Republican / Others
253,Florida - Lafayette,Bush / Kerry / Others,2460 / 845 / 20,74.0% / 25.4% / 0.6%,Republican / Democratic / Others
254,Florida - Lake,Bush / Kerry / Others,74389 / 48221 / 1340,60.0% / 38.9% / 1.1%,Republican / Democratic / Others
255,Florida - Lee,Bush / Kerry / Others,144176 / 93860 / 2631,59.9% / 39.0% / 1.1%,Republican / Democratic / Others
256,Florida - Leon,Kerry / Bush / Others,83873 / 51615 / 891,61.5% / 37.8% / 0.7%,Democratic / Republican / Others
257,Florida - Levy,Bush / Kerry / Others,10410 / 6074 / 168,62.5% / 36.5% / 1.0%,Republican / Democratic / Others
258,Florida - Liberty,Bush / Kerry / Others,1927 / 1070 / 24,63.8% / 35.4% / 0.8%,Republican / Democratic / Others
259,Florida - Madison,Bush / Kerry / Others,4191 / 4050 / 63,50.5% / 48.8% / 0.8%,Republican / Democratic / Others
260,Florida - Manatee,Bush / Kerry / Others,81318 / 61262 / 1041,56.6% / 42.7% / 0.7%,Republican / Democratic / Others
261,Florida - Marion,Bush / Kerry / Others,81283 / 57271 / 1123,58.2% / 41.0% / 0.8%,Republican / Democratic / Others
262,Florida - Martin,Bush / Kerry / Others,41362 / 30208 / 883,57.1% / 41.7% / 1.2%,Republican / Democratic / Others
263,Florida - Miami-Dade,Kerry / Bush / Others,409732 / 361095 / 3899,52.9% / 46.6% / 0.5%,Democratic / Republican / Others
264,Florida - Monroe,Kerry / Bush / Others,19654 / 19467 / 414,49.7% / 49.2% / 1.0%,Democratic / Republican / Others
265,Florida - Nassau,Bush / Kerry / Others,23783 / 8573 / 387,72.6% / 26.2% / 1.2%,Republican / Democratic / Others
266,Florida - Okaloosa,Bush / Kerry / Others,69693 / 19368 / 695,77.6% / 21.6% / 0.8%,Republican / Democratic / Others
267,Florida - Okeechobee,Bush / Kerry / Others,6978 / 5153 / 59,57.2% / 42.3% / 0.5%,Republican / Democratic / Others
268,Florida - Orange,Kerry / Bush / Others,193354 / 192539 / 2151,49.8% / 49.6% / 0.6%,Democratic / Republican / Others
269,Florida - Osceola,Bush / Kerry / Others,43117 / 38633 / 454,52.5% / 47.0% / 0.6%,Republican / Democratic / Others
270,Florida - Palm Beach,Kerry / Bush / Others,328687 / 212688 / 3247,60.4% / 39.1% / 0.6%,Democratic / Republican / Others
271,Florida - Pasco,Bush / Kerry / Others,103230 / 84749 / 2937,54.1% / 44.4% / 1.5%,Republican / Democratic / Others
272,Florida - Pinellas,Bush / Kerry / Others,225686 / 225460 / 4211,49.6% / 49.5% / 0.9%,Republican / Democratic / Others
273,Florida - Polk,Bush / Kerry / Others,123559 / 86009 / 1262,58.6% / 40.8% / 0.6%,Republican / Democratic / Others
274,Florida - Putnam,Bush / Kerry / Others,18311 / 12412 / 250,59.1% / 40.1% / 0.8%,Republican / Democratic / Others
275,Florida - Saint Johns,Bush / Kerry / Others,59196 / 26399 / 695,68.6% / 30.6% / 0.8%,Republican / Democratic / Others
276,Florida - Saint Lucie,Kerry / Bush / Others,51835 / 47592 / 636,51.8% / 47.6% / 0.6%,Democratic / Republican / Others
277,Florida - Santa Rosa,Bush / Kerry / Others,52059 / 14659 / 589,77.3% / 21.8% / 0.9%,Republican / Democratic / Others
278,Florida - Sarasota,Bush / Kerry / Others,104692 / 88442 / 2518,53.5% / 45.2% / 1.3%,Republican / Democratic / Others
279,Florida - Seminole,Bush / Kerry / Others,108172 / 76971 / 1052,58.1% / 41.3% / 0.6%,Republican / Democratic / Others
280,Florida - Sumter,Bush / Kerry / Others,19800 / 11584 / 458,62.2% / 36.4% / 1.4%,Republican / Democratic / Others
281,Florida - Suwanee,Bush / Kerry / Others,11153 / 4522 / 127,70.6% / 28.6% / 0.8%,Republican / Democratic / Others
282,Florida - Taylor,Bush / Kerry / Others,5467 / 3049 / 65,63.7% / 35.5% / 0.8%,Republican / Democratic / Others
283,Florida - Union,Bush / Kerry / Others,3396 / 1251 / 28,72.6% / 26.8% / 0.6%,Republican / Democratic / Others
284,Florida - Volusia,Kerry / Bush / Others,115519 / 111924 / 1496,50.5% / 48.9% / 0.7%,Democratic / Republican / Others
285,Florida - Wakulla,Bush / Kerry / Others,6777 / 4896 / 90,57.6% / 41.6% / 0.8%,Republican / Democratic / Others
286,Florida - Walton,Bush / Kerry / Others,17555 / 6213 / 208,73.2% / 25.9% / 0.9%,Republican / Democratic / Others
287,Florida - Washington,Bush / Kerry / Others,7369 / 2912 / 85,71.1% / 28.1% / 0.8%,Republican / Democratic / Others
288,Georgia - Appling,Bush / Kerry / Others,4494 / 1848 / 28,70.5% / 29.0% / 0.4%,Republican / Democratic / Others
289,Georgia - Atkinson,Bush / Kerry / Others,1666 / 799 / 5,67.4% / 32.3% / 0.2%,Republican / Democratic / Others
290,Georgia - Bacon,Bush / Kerry / Others,2853 / 930 / 9,75.2% / 24.5% / 0.2%,Republican / Democratic / Others
291,Georgia - Baker,Kerry / Bush / Others,936 / 821 / 7,53.1% / 46.5% / 0.4%,Democratic / Republican / Others
292,Georgia - Baldwin,Bush / Kerry / Others,7709 / 6775 / 76,52.9% / 46.5% / 0.5%,Republican / Democratic / Others
293,Georgia - Banks,Bush / Kerry / Others,4410 / 1149 / 33,78.9% / 20.5% / 0.6%,Republican / Democratic / Others
294,Georgia - Barrow,Bush / Kerry / Others,13520 / 4095 / 129,76.2% / 23.1% / 0.7%,Republican / Democratic / Others
295,Georgia - Bartow,Bush / Kerry / Others,22311 / 7741 / 225,73.7% / 25.6% / 0.7%,Republican / Democratic / Others
296,Georgia - Ben Hill,Bush / Kerry / Others,3331 / 2180 / 29,60.1% / 39.4% / 0.5%,Republican / Democratic / Others
297,Georgia - Berrien,Bush / Kerry / Others,3917 / 1638 / 44,70.0% / 29.3% / 0.8%,Republican / Democratic / Others
298,Georgia - Bibb,Kerry / Bush / Others,29322 / 28107 / 325,50.8% / 48.7% / 0.6%,Democratic / Republican / Others
299,Georgia - Bleckley,Bush / Kerry / Others,3167 / 1281 / 20,70.9% / 28.7% / 0.4%,Republican / Democratic / Others
300,Georgia - Brantley,Bush / Kerry / Others,4333 / 1258 / 30,77.1% / 22.4% / 0.5%,Republican / Democratic / Others
301,Georgia - Brooks,Bush / Kerry / Others,2912 / 2193 / 11,56.9% / 42.9% / 0.2%,Republican / Democratic / Others
302,Georgia - Bryan,Bush / Kerry / Others,7363 / 2590 / 30,73.8% / 25.9% / 0.3%,Republican / Democratic / Others
303,Georgia - Bulloch,Bush / Kerry / Others,12252 / 6840 / 103,63.8% / 35.6% / 0.5%,Republican / Democratic / Others
304,Georgia - Burke,Bush / Kerry / Others,4232 / 4213 / 37,49.9% / 49.7% / 0.4%,Republican / Democratic / Others
305,Georgia - Butts,Bush / Kerry / Others,5119 / 2572 / 44,66.2% / 33.3% / 0.6%,Republican / Democratic / Others
306,Georgia - Calhoun,Kerry / Bush / Others,1119 / 890 / 10,55.4% / 44.1% / 0.5%,Democratic / Republican / Others
307,Georgia - Camden,Bush / Kerry / Others,9488 / 4637 / 50,66.9% / 32.7% / 0.4%,Republican / Democratic / Others
308,Georgia - Candler,Bush / Kerry / Others,2048 / 1096 / 7,65.0% / 34.8% / 0.2%,Republican / Democratic / Others
309,Georgia - Carroll,Bush / Kerry / Others,24837 / 10224 / 256,70.3% / 28.9% / 0.7%,Republican / Democratic / Others
310,Georgia - Catoosa,Bush / Kerry / Others,16406 / 5807 / 115,73.5% / 26.0% / 0.5%,Republican / Democratic / Others
311,Georgia - Charlton,Bush / Kerry / Others,2311 / 1064 / 12,68.2% / 31.4% / 0.4%,Republican / Democratic / Others
312,Georgia - Chatham,Kerry / Bush / Others,45630 / 45484 / 493,49.8% / 49.7% / 0.5%,Democratic / Republican / Others
313,Georgia - Chattahoochee,Bush / Kerry / Others,905 / 773 / 11,53.6% / 45.8% / 0.7%,Republican / Democratic / Others
314,Georgia - Chattooga,Bush / Kerry / Others,4992 / 2809 / 52,63.6% / 35.8% / 0.7%,Republican / Democratic / Others
315,Georgia - Cherokee,Bush / Kerry / Others,58238 / 14824 / 624,79.0% / 20.1% / 0.8%,Republican / Democratic / Others
316,Georgia - Clarke,Kerry / Bush / Others,21718 / 15052 / 618,58.1% / 40.3% / 1.7%,Democratic / Republican / Others
317,Georgia - Clay,Kerry / Bush / Others,798 / 509 / 2,61.0% / 38.9% / 0.2%,Democratic / Republican / Others
318,Georgia - Clayton,Kerry / Bush / Others,56113 / 23106 / 381,70.5% / 29.0% / 0.5%,Democratic / Republican / Others
319,Georgia - Clinch,Bush / Kerry / Others,1501 / 750 / 15,66.2% / 33.1% / 0.7%,Republican / Democratic / Others
320,Georgia - Cobb,Bush / Kerry / Others,173467 / 103955 / 2444,62.0% / 37.1% / 0.9%,Republican / Democratic / Others
321,Georgia - Coffee,Bush / Kerry / Others,8306 / 3979 / 47,67.4% / 32.3% / 0.4%,Republican / Democratic / Others
322,Georgia - Colquitt,Bush / Kerry / Others,8296 / 3378 / 71,70.6% / 28.8% / 0.6%,Republican / Democratic / Others
323,Georgia - Columbia,Bush / Kerry / Others,35549 / 11442 / 179,75.4% / 24.3% / 0.4%,Republican / Democratic / Others
324,Georgia - Cook,Bush / Kerry / Others,3065 / 1733 / 22,63.6% / 36.0% / 0.5%,Republican / Democratic / Others
325,Georgia - Coweta,Bush / Kerry / Others,31682 / 10647 / 216,74.5% / 25.0% / 0.5%,Republican / Democratic / Others
326,Georgia - Crawford,Bush / Kerry / Others,2830 / 1552 / 24,64.2% / 35.2% / 0.5%,Republican / Democratic / Others
327,Georgia - Crisp,Bush / Kerry / Others,3865 / 2357 / 29,61.8% / 37.7% / 0.5%,Republican / Democratic / Others
328,Georgia - Dade,Bush / Kerry / Others,4368 / 1823 / 56,69.9% / 29.2% / 0.9%,Republican / Democratic / Others
329,Georgia - Dawson,Bush / Kerry / Others,6649 / 1407 / 61,81.9% / 17.3% / 0.8%,Republican / Democratic / Others
330,Georgia - Decatur,Bush / Kerry / Others,5348 / 3577 / 26,59.7% / 40.0% / 0.3%,Republican / Democratic / Others
331,Georgia - DeKalb,Kerry / Bush / Others,200787 / 73570 / 2152,72.6% / 26.6% / 0.8%,Democratic / Republican / Others
332,Georgia - Dodge,Bush / Kerry / Others,4584 / 2384 / 27,65.5% / 34.1% / 0.4%,Republican / Democratic / Others
333,Georgia - Dooly,Kerry / Bush / Others,1973 / 1853 / 18,51.3% / 48.2% / 0.5%,Democratic / Republican / Others
334,Georgia - Dougherty,Kerry / Bush / Others,19805 / 13711 / 146,58.8% / 40.7% / 0.4%,Democratic / Republican / Others
335,Georgia - Douglas,Bush / Kerry / Others,25846 / 15997 / 261,61.4% / 38.0% / 0.6%,Republican / Democratic / Others
336,Georgia - Early,Bush / Kerry / Others,2495 / 1701 / 17,59.2% / 40.4% / 0.4%,Republican / Democratic / Others
337,Georgia - Echols,Bush / Kerry / Others,757 / 231 / 3,76.4% / 23.3% / 0.3%,Republican / Democratic / Others
338,Georgia - Effingham,Bush / Kerry / Others,12503 / 3613 / 51,77.3% / 22.3% / 0.3%,Republican / Democratic / Others
339,Georgia - Elbert,Bush / Kerry / Others,4626 / 2984 / 49,60.4% / 39.0% / 0.6%,Republican / Democratic / Others
340,Georgia - Emanuel,Bush / Kerry / Others,4666 / 2774 / 30,62.5% / 37.1% / 0.4%,Republican / Democratic / Others
341,Georgia - Evans,Bush / Kerry / Others,2291 / 1213 / 10,65.2% / 34.5% / 0.3%,Republican / Democratic / Others
342,Georgia - Fannin,Bush / Kerry / Others,6862 / 2727 / 77,71.0% / 28.2% / 0.8%,Republican / Democratic / Others
343,Georgia - Fayette,Bush / Kerry / Others,37346 / 14887 / 354,71.0% / 28.3% / 0.7%,Republican / Democratic / Others
344,Georgia - Floyd,Bush / Kerry / Others,21400 / 10038 / 187,67.7% / 31.7% / 0.6%,Republican / Democratic / Others
345,Georgia - Forsyth,Bush / Kerry / Others,47267 / 9201 / 436,83.1% / 16.2% / 0.8%,Republican / Democratic / Others
346,Georgia - Franklin,Bush / Kerry / Others,5218 / 2245 / 39,69.6% / 29.9% / 0.5%,Republican / Democratic / Others
347,Georgia - Fulton,Kerry / Bush / Others,199436 / 134372 / 2599,59.3% / 39.9% / 0.8%,Democratic / Republican / Others
348,Georgia - Gilmer,Bush / Kerry / Others,7414 / 2510 / 90,74.0% / 25.1% / 0.9%,Republican / Democratic / Others
349,Georgia - Glascock,Bush / Kerry / Others,1016 / 250 / 3,80.1% / 19.7% / 0.2%,Republican / Democratic / Others
350,Georgia - Glynn,Bush / Kerry / Others,18608 / 8962 / 126,67.2% / 32.4% / 0.5%,Republican / Democratic / Others
351,Georgia - Gordon,Bush / Kerry / Others,11671 / 4028 / 93,73.9% / 25.5% / 0.6%,Republican / Democratic / Others
352,Georgia - Grady,Bush / Kerry / Others,5068 / 3092 / 34,61.9% / 37.7% / 0.4%,Republican / Democratic / Others
353,Georgia - Greene,Bush / Kerry / Others,4069 / 2774 / 31,59.2% / 40.4% / 0.5%,Republican / Democratic / Others
354,Georgia - Gwinnett,Bush / Kerry / Others,160445 / 81708 / 2026,65.7% / 33.5% / 0.8%,Republican / Democratic / Others
355,Georgia - Habersham,Bush / Kerry / Others,10434 / 2750 / 85,78.6% / 20.7% / 0.6%,Republican / Democratic / Others
356,Georgia - Hall,Bush / Kerry / Others,38883 / 10514 / 347,78.2% / 21.1% / 0.7%,Republican / Democratic / Others
357,Georgia - Hancock,Kerry / Bush / Others,2715 / 822 / 13,76.5% / 23.2% / 0.4%,Democratic / Republican / Others
358,Georgia - Haralson,Bush / Kerry / Others,7703 / 2434 / 56,75.6% / 23.9% / 0.5%,Republican / Democratic / Others
359,Georgia - Harris,Bush / Kerry / Others,8878 / 3400 / 72,71.9% / 27.5% / 0.6%,Republican / Democratic / Others
360,Georgia - Hart,Bush / Kerry / Others,5500 / 3479 / 50,60.9% / 38.5% / 0.6%,Republican / Democratic / Others
361,Georgia - Heard,Bush / Kerry / Others,2788 / 1148 / 20,70.5% / 29.0% / 0.5%,Republican / Democratic / Others
362,Georgia - Henry,Bush / Kerry / Others,42759 / 21096 / 298,66.7% / 32.9% / 0.5%,Republican / Democratic / Others
363,Georgia - Houston,Bush / Kerry / Others,29862 / 15054 / 282,66.1% / 33.3% / 0.6%,Republican / Democratic / Others
364,Georgia - Irwin,Bush / Kerry / Others,2347 / 1051 / 16,68.7% / 30.8% / 0.5%,Republican / Democratic / Others
365,Georgia - Jackson,Bush / Kerry / Others,12611 / 3468 / 94,78.0% / 21.4% / 0.6%,Republican / Democratic / Others
366,Georgia - Jasper,Bush / Kerry / Others,3157 / 1558 / 27,66.6% / 32.9% / 0.6%,Republican / Democratic / Others
367,Georgia - Jeff Davis,Bush / Kerry / Others,3549 / 1277 / 19,73.3% / 26.4% / 0.4%,Republican / Democratic / Others
368,Georgia - Jefferson,Kerry / Bush / Others,3447 / 3066 / 24,52.7% / 46.9% / 0.4%,Democratic / Republican / Others
369,Georgia - Jenkins,Bush / Kerry / Others,1898 / 1494 / 12,55.8% / 43.9% / 0.4%,Republican / Democratic / Others
370,Georgia - Johnson,Bush / Kerry / Others,2279 / 1263 / 11,64.1% / 35.5% / 0.3%,Republican / Democratic / Others
371,Georgia - Jones,Bush / Kerry / Others,6939 / 3855 / 59,63.9% / 35.5% / 0.5%,Republican / Democratic / Others
372,Georgia - Lamar,Bush / Kerry / Others,4027 / 2432 / 39,62.0% / 37.4% / 0.6%,Republican / Democratic / Others
373,Georgia - Lanier,Bush / Kerry / Others,1641 / 931 / 15,63.4% / 36.0% / 0.6%,Republican / Democratic / Others
374,Georgia - Laurens,Bush / Kerry / Others,10883 / 6281 / 73,63.1% / 36.4% / 0.4%,Republican / Democratic / Others
375,Georgia - Lee,Bush / Kerry / Others,8201 / 2182 / 38,78.7% / 20.9% / 0.4%,Republican / Democratic / Others
376,Georgia - Liberty,Kerry / Bush / Others,6619 / 6131 / 55,51.7% / 47.9% / 0.4%,Democratic / Republican / Others
377,Georgia - Lincoln,Bush / Kerry / Others,2309 / 1337 / 11,63.1% / 36.6% / 0.3%,Republican / Democratic / Others
378,Georgia - Long,Bush / Kerry / Others,1994 / 1033 / 12,65.6% / 34.0% / 0.4%,Republican / Democratic / Others
379,Georgia - Lowndes,Bush / Kerry / Others,18981 / 12516 / 157,60.0% / 39.5% / 0.5%,Republican / Democratic / Others
380,Georgia - Lumpkin,Bush / Kerry / Others,6690 / 2091 / 105,75.3% / 23.5% / 1.2%,Republican / Democratic / Others
381,Georgia - McDuffie,Bush / Kerry / Others,4846 / 2899 / 28,62.3% / 37.3% / 0.4%,Republican / Democratic / Others
382,Georgia - McIntosh,Bush / Kerry / Others,2837 / 2523 / 19,52.7% / 46.9% / 0.4%,Republican / Democratic / Others
383,Georgia - Macon,Kerry / Bush / Others,2906 / 1851 / 20,60.8% / 38.7% / 0.4%,Democratic / Republican / Others
384,Georgia - Madison,Bush / Kerry / Others,7254 / 2527 / 62,73.7% / 25.7% / 0.6%,Republican / Democratic / Others
385,Georgia - Marion,Bush / Kerry / Others,1670 / 1275 / 10,56.5% / 43.1% / 0.3%,Republican / Democratic / Others
386,Georgia - Meriwether,Bush / Kerry / Others,4402 / 3709 / 44,54.0% / 45.5% / 0.5%,Republican / Democratic / Others
387,Georgia - Miller,Bush / Kerry / Others,1694 / 736 / 12,69.4% / 30.1% / 0.5%,Republican / Democratic / Others
